Component,Filename,File Format,HTAN Parent Data File ID,HTAN Data File ID,Data Category,Matrix Type,Linked Matrices,Cell Median Number Reads,Cell Median Number Genes,Cell Total,scRNAseq Workflow Type,scRNAseq Workflow Parameters Description,Workflow Link,Workflow Version,entityId,Id,Workflow End Datetime,Workflow Start Datetime
ScRNA-seqLevel3,single_cell_RNAseq_level_3/4814as4.csv,csv,HTA11_3410_200000202112111,HTA11_3410_200000202113111,Gene Expression Quantification,Raw Counts,,7457.0,2331.0,2119,Other,"dropkick and QCPipe, default parameters",https://github.com/KenLauLab/STAR_Protocol,"1.2.2, 1.0.0",syn23521795,c239e1de-812e-498d-83a9-65f3597e0b5f,0/0/0000,0/0/0000
ScRNA-seqLevel3,single_cell_RNAseq_level_3/4814as7.csv,csv,HTA11_6025_200000101112111,HTA11_6025_200000101113111,Gene Expression Quantification,Raw Counts,,9949.5,2038.0,222,Other,"dropkick and QCPipe, default parameters",https://github.com/KenLauLab/STAR_Protocol,"1.2.2, 1.0.0",syn23521796,4bb36a80-f923-46ed-9371-b68018b4d8c9,0/0/0000,0/0/0000
ScRNA-seqLevel3,single_cell_RNAseq_level_3/4814as8.csv,csv,HTA11_6025_200000201112111,HTA11_6025_200000201113111,Gene Expression Quantification,Raw Counts,,9180.0,1903.5,578,Other,"dropkick and QCPipe, default parameters",https://github.com/KenLauLab/STAR_Protocol,"1.2.2, 1.0.0",syn23521797,f5a90089-4ede-4fa6-9b7c-645b94a2aeaa,0/0/0000,0/0/0000
ScRNA-seqLevel3,single_cell_RNAseq_level_3/4814as9.csv,csv,HTA11_2235_200000101112111,HTA11_2235_200000101113111,Gene Expression Quantification,Raw Counts,,7976.0,2227.0,425,Other,"dropkick and QCPipe, default parameters",https://github.com/KenLauLab/STAR_Protocol,"1.2.2, 1.0.0",syn23521798,21a9f94f-0a89-41ab-bcb6-0fbbdb626449,0/0/0000,0/0/0000
ScRNA-seqLevel3,single_cell_RNAseq_level_3/5109yx1.csv,csv,HTA11_2112_200000101112211,HTA11_2112_200000101113211,Gene Expression Quantification,Raw Counts,,6491.0,1990.5,800,Other,"dropkick and QCPipe, default parameters",https://github.com/KenLauLab/STAR_Protocol,"1.2.2, 1.0.0",syn23521799,b9b12eab-9fd1-4977-b430-1b3807b5e9ae,0/0/0000,0/0/0000
ScRNA-seqLevel3,single_cell_RNAseq_level_3/5109yx2.csv,csv,HTA11_1391_200000101112211,HTA11_1391_200000101113211,Gene Expression Quantification,Raw Counts,,7148.0,2570.0,925,Other,"dropkick and QCPipe, default parameters",https://github.com/KenLauLab/STAR_Protocol,"1.2.2, 1.0.0",syn23521800,cb1dcd21-7b3f-41c1-aac4-7185c7a028a0,0/0/0000,0/0/0000
ScRNA-seqLevel3,single_cell_RNAseq_level_3/5109yx3.csv,csv,HTA11_696_200000101112211,HTA11_696_200000101113211,Gene Expression Quantification,Raw Counts,,6199.0,2293.0,1628,Other,"dropkick and QCPipe, default parameters",https://github.com/KenLauLab/STAR_Protocol,"1.2.2, 1.0.0",syn23521801,59c25b39-74b4-4e54-aa97-85f74c77e287,0/0/0000,0/0/0000
ScRNA-seqLevel3,single_cell_RNAseq_level_3/5109yx4.csv,csv,HTA11_866_200000101112211,HTA11_866_200000101113211,Gene Expression Quantification,Raw Counts,,4594.5,2002.0,1390,Other,"dropkick and QCPipe, default parameters",https://github.com/KenLauLab/STAR_Protocol,"1.2.2, 1.0.0",syn23521802,7fcc8fd0-73e1-4c37-addb-69e4768a90b6,0/0/0000,0/0/0000
ScRNA-seqLevel3,single_cell_RNAseq_level_3/5109yx5.csv,csv,HTA11_1938_200000101112211,HTA11_1938_200000101113211,Gene Expression Quantification,Raw Counts,,8251.0,2437.0,1015,Other,"dropkick and QCPipe, default parameters",https://github.com/KenLauLab/STAR_Protocol,"1.2.2, 1.0.0",syn23521803,1730ad7e-9172-4651-b310-ca503d808f2a,0/0/0000,0/0/0000
ScRNA-seqLevel3,single_cell_RNAseq_level_3/5109yx6.csv,csv,HTA11_83_200000101112211,HTA11_83_200000101113211,Gene Expression Quantification,Raw Counts,,6727.0,2347.0,907,Other,"dropkick and QCPipe, default parameters",https://github.com/KenLauLab/STAR_Protocol,"1.2.2, 1.0.0",syn23521804,4c8f2209-4a3c-4be7-abe0-3ba4ef054af5,0/0/0000,0/0/0000
ScRNA-seqLevel3,single_cell_RNAseq_level_3/WD69753_CRC.csv,csv,HTA11_99999965062_6975312111,HTA11_99999965062_6975313111,Gene Expression Quantification,Raw Counts,,2413.0,960.0,965,Other,"dropkick and QCPipe, default parameters",https://github.com/KenLauLab/STAR_Protocol,"1.2.2, 1.0.0",syn23640210,5284fdc7-e849-4cf7-92c0-b6df9ca69216,0/0/0000,0/0/0000
ScRNA-seqLevel3,single_cell_RNAseq_level_3/WD69754_NL.csv,csv,HTA11_99999965062_6975612111,HTA11_99999965062_6975613111,Gene Expression Quantification,Raw Counts,,6610.0,1876.0,229,Other,"dropkick and QCPipe, default parameters",https://github.com/KenLauLab/STAR_Protocol,"1.2.2, 1.0.0",syn23640207,f898bb02-9b44-48e1-8eca-0639e60868e6,0/0/0000,0/0/0000
ScRNA-seqLevel3,single_cell_RNAseq_level_3/WD69814_CRC.csv,csv,HTA11_99999965104_6981412111,HTA11_99999965104_6981413111,Gene Expression Quantification,Raw Counts,,12707.0,3131.0,349,Other,"dropkick and QCPipe, default parameters",https://github.com/KenLauLab/STAR_Protocol,"1.2.2, 1.0.0",syn23640194,5c624c72-3c64-4e47-93a7-82215c906149,0/0/0000,0/0/0000
ScRNA-seqLevel3,single_cell_RNAseq_level_3/WD69815_NL.csv,csv,HTA11_99999965104_6981512111,HTA11_99999965104_6981513111,Gene Expression Quantification,Raw Counts,,16661.0,3993.5,1660,Other,"dropkick and QCPipe, default parameters",https://github.com/KenLauLab/STAR_Protocol,"1.2.2, 1.0.0",syn23640201,1f810abf-0f23-4086-b7d2-72c0a700e77d,0/0/0000,0/0/0000
ScRNA-seqLevel3,single_cell_RNAseq_level_3/WD79442_CRC_1.csv,csv,HTA11_99999970781_7944212111,HTA11_99999970781_7944213111,Gene Expression Quantification,Raw Counts,,7661.5,2411.5,1890,Other,"dropkick and QCPipe, default parameters",https://github.com/KenLauLab/STAR_Protocol,"1.2.2, 1.0.0",syn23640214,b12680e6-92d8-497d-a329-d46468902de9,0/0/0000,0/0/0000
ScRNA-seqLevel3,single_cell_RNAseq_level_3/WD79442_CRC_2.csv,csv,HTA11_99999970781_7944212211,HTA11_99999970781_7944213211,Gene Expression Quantification,Raw Counts,,8762.0,2462.0,736,Other,"dropkick and QCPipe, default parameters",https://github.com/KenLauLab/STAR_Protocol,"1.2.2, 1.0.0",syn23640213,e334b5d7-56ab-450a-a8cb-35eec874bc3b,0/0/0000,0/0/0000
ScRNA-seqLevel3,single_cell_RNAseq_level_3/WD79443_NL.csv,csv,HTA11_99999970781_7944312111,HTA11_99999970781_7944313111,Gene Expression Quantification,Raw Counts,,9815.0,2655.0,1433,Other,"dropkick and QCPipe, default parameters",https://github.com/KenLauLab/STAR_Protocol,"1.2.2, 1.0.0",syn23640212,493bfcc7-38c5-4c4d-9e28-7b17dc7bfccc,0/0/0000,0/0/0000
ScRNA-seqLevel3,single_cell_RNAseq_level_3/5607YX10.csv,csv,HTA11_7956_200000101112111,HTA11_7956_200000101113111,Gene Expression Quantification,Raw Counts,,4855.0,1775.0,879,Other,"dropkick and QCPipe, default parameters",https://github.com/KenLauLab/STAR_Protocol,"1.2.2, 1.0.0",syn26044114,35e4f9e8-4150-4381-a3cc-bf0748577d2f,0/0/0000,0/0/0000
ScRNA-seqLevel3,single_cell_RNAseq_level_3/5607YX11.csv,csv,HTA11_7956_200000201112111,HTA11_7956_200000201113111,Gene Expression Quantification,Raw Counts,,4347.0,1609.0,1020,Other,"dropkick and QCPipe, default parameters",https://github.com/KenLauLab/STAR_Protocol,"1.2.2, 1.0.0",syn26044115,74d942f6-7a61-40ff-8eed-8885bff6e13e,0/0/0000,0/0/0000
ScRNA-seqLevel3,single_cell_RNAseq_level_3/5607YX12.csv,csv,HTA11_7956_200000202112111,HTA11_7956_200000202113111,Gene Expression Quantification,Raw Counts,,4910.0,1936.0,927,Other,"dropkick and QCPipe, default parameters",https://github.com/KenLauLab/STAR_Protocol,"1.2.2, 1.0.0",syn26044116,e39d7ad4-93e7-4d73-99a1-1385646fbafd,0/0/0000,0/0/0000
ScRNA-seqLevel3,single_cell_RNAseq_level_3/5607YX13.csv,csv,HTA11_8099_200000101112111,HTA11_8099_200000101113111,Gene Expression Quantification,Raw Counts,,5069.0,1797.0,695,Other,"dropkick and QCPipe, default parameters",https://github.com/KenLauLab/STAR_Protocol,"1.2.2, 1.0.0",syn26044117,07de652e-83d1-444c-9cc9-adfae72e064c,0/0/0000,0/0/0000
ScRNA-seqLevel3,single_cell_RNAseq_level_3/5607YX14.csv,csv,HTA11_8099_200000201112111,HTA11_8099_200000201113111,Gene Expression Quantification,Raw Counts,,5691.0,1905.0,1135,Other,"dropkick and QCPipe, default parameters",https://github.com/KenLauLab/STAR_Protocol,"1.2.2, 1.0.0",syn26044118,55837a87-6e5e-447e-b6a0-a2a7acda110d,0/0/0000,0/0/0000
ScRNA-seqLevel3,single_cell_RNAseq_level_3/5607YX15.csv,csv,HTA11_8099_200000202112111,HTA11_8099_200000202113111,Gene Expression Quantification,Raw Counts,,4642.0,1663.0,1067,Other,"dropkick and QCPipe, default parameters",https://github.com/KenLauLab/STAR_Protocol,"1.2.2, 1.0.0",syn26044119,85881968-39c6-4364-b81c-fa09fbb5b63a,0/0/0000,0/0/0000
ScRNA-seqLevel3,single_cell_RNAseq_level_3/5607YX16.csv,csv,HTA11_866_300476101112111,HTA11_866_300476101113111,Gene Expression Quantification,Raw Counts,,3683.0,1756.0,971,Other,"dropkick and QCPipe, default parameters",https://github.com/KenLauLab/STAR_Protocol,"1.2.2, 1.0.0",syn26044120,fd8d052b-cd74-49f8-be6b-8cb816d3b574,0/0/0000,0/0/0000
ScRNA-seqLevel3,single_cell_RNAseq_level_3/5607YX17.csv,csv,HTA11_866_300476201112111,HTA11_866_300476201113111,Gene Expression Quantification,Raw Counts,,4514.5,1778.0,1188,Other,"dropkick and QCPipe, default parameters",https://github.com/KenLauLab/STAR_Protocol,"1.2.2, 1.0.0",syn26044122,e69ad994-fb7f-4902-8a29-e1b94b68a279,0/0/0000,0/0/0000
ScRNA-seqLevel3,single_cell_RNAseq_level_3/5607YX18.csv,csv,HTA11_9341_200000101112111,HTA11_9341_200000101113111,Gene Expression Quantification,Raw Counts,,3460.0,1482.0,661,Other,"dropkick and QCPipe, default parameters",https://github.com/KenLauLab/STAR_Protocol,"1.2.2, 1.0.0",syn26044123,f606c548-c828-4cb3-8d8b-4b5380c0bc28,0/0/0000,0/0/0000
ScRNA-seqLevel3,single_cell_RNAseq_level_3/5607YX19.csv,csv,HTA11_8920_200000101112111,HTA11_8920_200000101113111,Gene Expression Quantification,Raw Counts,,3192.5,1494.0,542,Other,"dropkick and QCPipe, default parameters",https://github.com/KenLauLab/STAR_Protocol,"1.2.2, 1.0.0",syn26044124,77256e8f-75f3-4247-83d6-78b32c78a141,0/0/0000,0/0/0000
ScRNA-seqLevel3,single_cell_RNAseq_level_3/5607YX20.csv,csv,HTA11_8920_200000201112111,HTA11_8920_200000201113111,Gene Expression Quantification,Raw Counts,,4289.5,1728.0,1106,Other,"dropkick and QCPipe, default parameters",https://github.com/KenLauLab/STAR_Protocol,"1.2.2, 1.0.0",syn26044125,a15e1099-2d8a-4f40-a2dc-203558b7f5f4,0/0/0000,0/0/0000
ScRNA-seqLevel3,single_cell_RNAseq_level_3/5607YX21.csv,csv,HTA11_10167_200000101112111,HTA11_10167_200000101113111,Gene Expression Quantification,Raw Counts,,5143.0,1831.5,592,Other,"dropkick and QCPipe, default parameters",https://github.com/KenLauLab/STAR_Protocol,"1.2.2, 1.0.0",syn26044126,3013c61b-4349-4351-b6db-b3c602630c23,0/0/0000,0/0/0000
ScRNA-seqLevel3,single_cell_RNAseq_level_3/5607YX22.csv,csv,HTA11_10167_200000202112111,HTA11_10167_200000202113111,Gene Expression Quantification,Raw Counts,,4703.0,1789.0,900,Other,"dropkick and QCPipe, default parameters",https://github.com/KenLauLab/STAR_Protocol,"1.2.2, 1.0.0",syn26044131,e8c0858c-6bc3-4cb6-a319-5b9e1ed96b2e,0/0/0000,0/0/0000
ScRNA-seqLevel3,single_cell_RNAseq_level_3/5607YX23.csv,csv,HTA11_6298_200000101112111,HTA11_6298_200000101113111,Gene Expression Quantification,Raw Counts,,3934.0,1548.5,678,Other,"dropkick and QCPipe, default parameters",https://github.com/KenLauLab/STAR_Protocol,"1.2.2, 1.0.0",syn26044137,05b000ef-34ee-4452-9480-1f598b510b47,0/0/0000,0/0/0000
ScRNA-seqLevel3,single_cell_RNAseq_level_3/5607YX24.csv,csv,HTA11_6298_200000201112111,HTA11_6298_200000201113111,Gene Expression Quantification,Raw Counts,,4455.5,1621.0,1388,Other,"dropkick and QCPipe, default parameters",https://github.com/KenLauLab/STAR_Protocol,"1.2.2, 1.0.0",syn26044138,f7d6b70a-59cf-40a1-a91c-d5ca26e41eef,0/0/0000,0/0/0000
ScRNA-seqLevel3,single_cell_RNAseq_level_3/5607YX4.csv,csv,HTA11_7862_200000101112111,HTA11_7862_200000101113111,Gene Expression Quantification,Raw Counts,,4352.0,1704.0,926,Other,"dropkick and QCPipe, default parameters",https://github.com/KenLauLab/STAR_Protocol,"1.2.2, 1.0.0",syn26044107,fa67b0b7-b7be-42fb-b7d0-660893631f0c,0/0/0000,0/0/0000
ScRNA-seqLevel3,single_cell_RNAseq_level_3/5607YX5.csv,csv,HTA11_7862_200000201112111,HTA11_7862_200000201113111,Gene Expression Quantification,Raw Counts,,2370.0,1175.0,1396,Other,"dropkick and QCPipe, default parameters",https://github.com/KenLauLab/STAR_Protocol,"1.2.2, 1.0.0",syn26044109,98613d6e-155d-46b9-812c-c1bbc28408a8,0/0/0000,0/0/0000
ScRNA-seqLevel3,single_cell_RNAseq_level_3/5607YX6.csv,csv,HTA11_7862_200000202112111,HTA11_7862_200000202113111,Gene Expression Quantification,Raw Counts,,5423.0,1874.0,1151,Other,"dropkick and QCPipe, default parameters",https://github.com/KenLauLab/STAR_Protocol,"1.2.2, 1.0.0",syn26044110,0ae20bcc-be7a-45ce-a56e-6e4c0a9538bc,0/0/0000,0/0/0000
ScRNA-seqLevel3,single_cell_RNAseq_level_3/5779YX1.csv,csv,HTA11_8622_200000101112111,HTA11_8622_200000101113111,Gene Expression Quantification,Raw Counts,,3904.0,1557.0,1334,Other,"dropkick and QCPipe, default parameters",https://github.com/KenLauLab/STAR_Protocol,"1.2.2, 1.0.0",syn26044139,591ae2d0-87ca-40b0-8cb2-ae138867c526,0/0/0000,0/0/0000
ScRNA-seqLevel3,single_cell_RNAseq_level_3/5779YX11.csv,csv,HTA11_3918_200000201112111,HTA11_3918_200000201113111,Gene Expression Quantification,Raw Counts,,5457.5,1951.5,1282,Other,"dropkick and QCPipe, default parameters",https://github.com/KenLauLab/STAR_Protocol,"1.2.2, 1.0.0",syn26044149,4cdeca63-a43c-4975-8f2f-f7e417e61134,0/0/0000,0/0/0000
ScRNA-seqLevel3,single_cell_RNAseq_level_3/5779YX12.csv,csv,HTA11_3918_200000202112111,HTA11_3918_200000202113111,Gene Expression Quantification,Raw Counts,,6914.0,2533.0,1367,Other,"dropkick and QCPipe, default parameters",https://github.com/KenLauLab/STAR_Protocol,"1.2.2, 1.0.0",syn26044150,fdb7d020-b80d-4021-8937-62a95f9aa4de,0/0/0000,0/0/0000
ScRNA-seqLevel3,single_cell_RNAseq_level_3/5779YX14.csv,csv,HTA11_4255_200000101112111,HTA11_4255_200000101113111,Gene Expression Quantification,Raw Counts,,6781.0,2257.0,1487,Other,"dropkick and QCPipe, default parameters",https://github.com/KenLauLab/STAR_Protocol,"1.2.2, 1.0.0",syn26044152,c186753c-df05-422c-bc77-0976828b27e9,0/0/0000,0/0/0000
ScRNA-seqLevel3,single_cell_RNAseq_level_3/5779YX15.csv,csv,HTA11_4255_200000201112111,HTA11_4255_200000201113111,Gene Expression Quantification,Raw Counts,,5437.0,1775.0,1201,Other,"dropkick and QCPipe, default parameters",https://github.com/KenLauLab/STAR_Protocol,"1.2.2, 1.0.0",syn26044153,032a2204-fced-490f-808e-4dee4f4e9790,0/0/0000,0/0/0000
ScRNA-seqLevel3,single_cell_RNAseq_level_3/5779YX16.csv,csv,HTA11_4255_200000202112111,HTA11_4255_200000202113111,Gene Expression Quantification,Raw Counts,,8654.0,2496.0,1241,Other,"dropkick and QCPipe, default parameters",https://github.com/KenLauLab/STAR_Protocol,"1.2.2, 1.0.0",syn26044157,9bd0536b-0a2f-4114-acb0-02da78e22fdd,0/0/0000,0/0/0000
ScRNA-seqLevel3,single_cell_RNAseq_level_3/5779YX17.csv,csv,HTA11_9408_200000101112111,HTA11_9408_200000101113111,Gene Expression Quantification,Raw Counts,,2536.0,1336.0,153,Other,"dropkick and QCPipe, default parameters",https://github.com/KenLauLab/STAR_Protocol,"1.2.2, 1.0.0",syn26044158,fbc3d99c-fc27-4ffc-8da8-15d803d4ce82,0/0/0000,0/0/0000
ScRNA-seqLevel3,single_cell_RNAseq_level_3/5779YX18.csv,csv,HTA11_9408_200000201112111,HTA11_9408_200000201113111,Gene Expression Quantification,Raw Counts,,5029.0,1751.0,611,Other,"dropkick and QCPipe, default parameters",https://github.com/KenLauLab/STAR_Protocol,"1.2.2, 1.0.0",syn26044159,291b252a-e841-45b5-9df1-939b3bd891d1,0/0/0000,0/0/0000
ScRNA-seqLevel3,single_cell_RNAseq_level_3/5779YX19.csv,csv,HTA11_9408_200000202112111,HTA11_9408_200000202113111,Gene Expression Quantification,Raw Counts,,3867.0,1523.5,532,Other,"dropkick and QCPipe, default parameters",https://github.com/KenLauLab/STAR_Protocol,"1.2.2, 1.0.0",syn26044160,a8c845f3-a049-4c00-8afe-0564a66a69e2,0/0/0000,0/0/0000
ScRNA-seqLevel3,single_cell_RNAseq_level_3/5779YX2.csv,csv,HTA11_8622_200000102112111,HTA11_8622_200000102113111,Gene Expression Quantification,Raw Counts,,3751.0,1650.0,1621,Other,"dropkick and QCPipe, default parameters",https://github.com/KenLauLab/STAR_Protocol,"1.2.2, 1.0.0",syn26044140,a6e46c46-1e32-4a22-af8d-6d120c143a76,0/0/0000,0/0/0000
ScRNA-seqLevel3,single_cell_RNAseq_level_3/5779YX20.csv,csv,HTA11_7179_200000101112111,HTA11_7179_200000101113111,Gene Expression Quantification,Raw Counts,,5001.0,1910.0,334,Other,"dropkick and QCPipe, default parameters",https://github.com/KenLauLab/STAR_Protocol,"1.2.2, 1.0.0",syn26044161,9c63458b-4ebe-4b3d-b6f6-b551b1bba550,0/0/0000,0/0/0000
ScRNA-seqLevel3,single_cell_RNAseq_level_3/5779YX21.csv,csv,HTA11_10623_200000101112111,HTA11_10623_200000101113111,Gene Expression Quantification,Raw Counts,,5389.0,1885.5,1066,Other,"dropkick and QCPipe, default parameters",https://github.com/KenLauLab/STAR_Protocol,"1.2.2, 1.0.0",syn26044162,f108aa48-bb81-4eb9-989d-fe5b98acdb96,0/0/0000,0/0/0000
ScRNA-seqLevel3,single_cell_RNAseq_level_3/5779YX22.csv,csv,HTA11_10711_200000101112111,HTA11_10711_200000101113111,Gene Expression Quantification,Raw Counts,,3789.0,1577.0,537,Other,"dropkick and QCPipe, default parameters",https://github.com/KenLauLab/STAR_Protocol,"1.2.2, 1.0.0",syn26044163,1b36030d-3ec3-4007-8774-09d92c949b47,0/0/0000,0/0/0000
ScRNA-seqLevel3,single_cell_RNAseq_level_3/5779YX23.csv,csv,HTA11_6801_200000101112111,HTA11_6801_200000101113111,Gene Expression Quantification,Raw Counts,,6162.0,1962.0,1349,Other,"dropkick and QCPipe, default parameters",https://github.com/KenLauLab/STAR_Protocol,"1.2.2, 1.0.0",syn26044164,530ee3d9-8b27-4b4e-8158-4cda8cc92522,0/0/0000,0/0/0000
ScRNA-seqLevel3,single_cell_RNAseq_level_3/5779YX24.csv,csv,HTA11_6801_200000102112111,HTA11_6801_200000102113111,Gene Expression Quantification,Raw Counts,,4513.0,1777.5,1078,Other,"dropkick and QCPipe, default parameters",https://github.com/KenLauLab/STAR_Protocol,"1.2.2, 1.0.0",syn26044165,62dce7e1-5ae7-45a5-9248-e24c4310dcde,0/0/0000,0/0/0000
ScRNA-seqLevel3,single_cell_RNAseq_level_3/5779YX3.csv,csv,HTA11_8622_200000201112111,HTA11_8622_200000201113111,Gene Expression Quantification,Raw Counts,,4792.0,1749.0,1419,Other,"dropkick and QCPipe, default parameters",https://github.com/KenLauLab/STAR_Protocol,"1.2.2, 1.0.0",syn26044141,0c20d2df-5054-414c-bc88-694ac9ac3891,0/0/0000,0/0/0000
ScRNA-seqLevel3,single_cell_RNAseq_level_3/5779YX4.csv,csv,HTA11_8622_200000202112111,HTA11_8622_200000202113111,Gene Expression Quantification,Raw Counts,,4609.0,1763.0,1779,Other,"dropkick and QCPipe, default parameters",https://github.com/KenLauLab/STAR_Protocol,"1.2.2, 1.0.0",syn26044142,6a405197-7fdc-4d83-9bee-8592c69cc3fb,0/0/0000,0/0/0000
ScRNA-seqLevel3,single_cell_RNAseq_level_3/5779YX5.csv,csv,HTA11_7663_200000101112111,HTA11_7663_200000101113111,Gene Expression Quantification,Raw Counts,,7162.0,2267.0,965,Other,"dropkick and QCPipe, default parameters",https://github.com/KenLauLab/STAR_Protocol,"1.2.2, 1.0.0",syn26044144,7c5b7015-0b7c-4dba-a469-83ebff042a7a,0/0/0000,0/0/0000
ScRNA-seqLevel3,single_cell_RNAseq_level_3/5779YX6.csv,csv,HTA11_7663_200000201112111,HTA11_7663_200000201113111,Gene Expression Quantification,Raw Counts,,4512.0,1635.0,1289,Other,"dropkick and QCPipe, default parameters",https://github.com/KenLauLab/STAR_Protocol,"1.2.2, 1.0.0",syn26044145,c9731a37-8322-47b6-b1b6-7052af4c9280,0/0/0000,0/0/0000
ScRNA-seqLevel3,single_cell_RNAseq_level_3/5779YX7.csv,csv,HTA11_7663_200000202112111,HTA11_7663_200000202113111,Gene Expression Quantification,Raw Counts,,5264.0,2101.0,2189,Other,"dropkick and QCPipe, default parameters",https://github.com/KenLauLab/STAR_Protocol,"1.2.2, 1.0.0",syn26044146,051d6b5c-af57-4610-b37d-5d59565a609f,0/0/0000,0/0/0000
ScRNA-seqLevel3,single_cell_RNAseq_level_3/5779YX8.csv,csv,HTA11_7663_200000101112211,HTA11_7663_200000101113211,Gene Expression Quantification,Raw Counts,,7236.0,2415.0,1735,Other,"dropkick and QCPipe, default parameters",https://github.com/KenLauLab/STAR_Protocol,"1.2.2, 1.0.0",syn26044147,8069a8d1-89b4-41d7-9425-14a2e1324fa4,0/0/0000,0/0/0000
ScRNA-seqLevel3,single_cell_RNAseq_level_3/5779YX9CRCPatient.csv,csv,HTA11_99999971662_8245712111,HTA11_99999971662_8245713111,Gene Expression Quantification,Raw Counts,,4953.0,2059.0,1831,Other,"dropkick and QCPipe, default parameters",https://github.com/KenLauLab/STAR_Protocol,"1.2.2, 1.0.0",syn26044148,fb3f8f70-0e5b-44fc-842b-a94b761fecd8,0/0/0000,0/0/0000
ScRNA-seqLevel3,single_cell_RNAseq_level_3/5898YX1.csv,csv,HTA11_6801_200000201112111,HTA11_6801_200000201113111,Gene Expression Quantification,Raw Counts,,5281.0,1794.0,510,Other,"dropkick and QCPipe, default parameters",https://github.com/KenLauLab/STAR_Protocol,"1.2.2, 1.0.0",syn26044166,89d57fec-6504-4273-bb9c-7726589c3371,0/0/0000,0/0/0000
ScRNA-seqLevel3,single_cell_RNAseq_level_3/5898YX10.csv,csv,HTA11_6818_200000201112111,HTA11_6818_200000201113111,Gene Expression Quantification,Raw Counts,,5552.0,2052.0,1449,Other,"dropkick and QCPipe, default parameters",https://github.com/KenLauLab/STAR_Protocol,"1.2.2, 1.0.0",syn26044186,1d9bf94a-dd0d-4785-9194-cb68cc2232c3,0/0/0000,0/0/0000
ScRNA-seqLevel3,single_cell_RNAseq_level_3/5898YX11.csv,csv,HTA11_6818_200000102112111,HTA11_6818_200000102113111,Gene Expression Quantification,Raw Counts,,5715.0,2377.5,1646,Other,"dropkick and QCPipe, default parameters",https://github.com/KenLauLab/STAR_Protocol,"1.2.2, 1.0.0",syn26044201,b771320e-5b48-423f-85ef-2588d3deb087,0/0/0000,0/0/0000
ScRNA-seqLevel3,single_cell_RNAseq_level_3/5898YX12.csv,csv,HTA11_6818_200000101112111,HTA11_6818_200000101113111,Gene Expression Quantification,Raw Counts,,6147.0,2552.0,1218,Other,"dropkick and QCPipe, default parameters",https://github.com/KenLauLab/STAR_Protocol,"1.2.2, 1.0.0",syn26044202,ec4b4733-fa68-4b9d-a410-fecf3e115217,0/0/0000,0/0/0000
ScRNA-seqLevel3,single_cell_RNAseq_level_3/5898YX13.csv,csv,HTA11_6818_200000202112111,HTA11_6818_200000202113111,Gene Expression Quantification,Raw Counts,,8263.5,2829.5,1196,Other,"dropkick and QCPipe, default parameters",https://github.com/KenLauLab/STAR_Protocol,"1.2.2, 1.0.0",syn26044206,37b62403-95f8-4bb2-9d4c-7162a5481a9e,0/0/0000,0/0/0000
ScRNA-seqLevel3,single_cell_RNAseq_level_3/5898YX14.csv,csv,HTA11_7469_200000101112111,HTA11_7469_200000101113111,Gene Expression Quantification,Raw Counts,,8914.0,2518.0,1443,Other,"dropkick and QCPipe, default parameters",https://github.com/KenLauLab/STAR_Protocol,"1.2.2, 1.0.0",syn26044207,17b0fc71-fe4a-4cb5-94e5-4a0fb00311a9,0/0/0000,0/0/0000
ScRNA-seqLevel3,single_cell_RNAseq_level_3/5898YX15.csv,csv,HTA11_7469_200000201112111,HTA11_7469_200000201113111,Gene Expression Quantification,Raw Counts,,7164.0,2388.5,2182,Other,"dropkick and QCPipe, default parameters",https://github.com/KenLauLab/STAR_Protocol,"1.2.2, 1.0.0",syn26044209,6eec0259-998d-46de-ac1d-c42b0fb7c45a,0/0/0000,0/0/0000
ScRNA-seqLevel3,single_cell_RNAseq_level_3/5898YX16.csv,csv,HTA11_7469_200000202112111,HTA11_7469_200000202113111,Gene Expression Quantification,Raw Counts,,8458.0,2244.0,1801,Other,"dropkick and QCPipe, default parameters",https://github.com/KenLauLab/STAR_Protocol,"1.2.2, 1.0.0",syn26044213,35acce72-7d10-40f8-ad2c-24a51f117673,0/0/0000,0/0/0000
ScRNA-seqLevel3,single_cell_RNAseq_level_3/5898YX18.csv,csv,HTA11_8504_200000201112111,HTA11_8504_200000201113111,Gene Expression Quantification,Raw Counts,,5303.0,1866.0,513,Other,"dropkick and QCPipe, default parameters",https://github.com/KenLauLab/STAR_Protocol,"1.2.2, 1.0.0",syn26044214,b0c426e7-befc-4056-9418-75c594a1e67b,0/0/0000,0/0/0000
ScRNA-seqLevel3,single_cell_RNAseq_level_3/5898YX19.csv,csv,HTA11_8504_200000202112111,HTA11_8504_200000202113111,Gene Expression Quantification,Raw Counts,,3518.0,1595.0,1831,Other,"dropkick and QCPipe, default parameters",https://github.com/KenLauLab/STAR_Protocol,"1.2.2, 1.0.0",syn26044215,c6509719-120a-4cda-b44b-da5de08564f7,0/0/0000,0/0/0000
ScRNA-seqLevel3,single_cell_RNAseq_level_3/5898YX2.csv,csv,HTA11_6801_200000202112111,HTA11_6801_200000202113111,Gene Expression Quantification,Raw Counts,,4710.0,1650.0,1198,Other,"dropkick and QCPipe, default parameters",https://github.com/KenLauLab/STAR_Protocol,"1.2.2, 1.0.0",syn26044167,e9954b34-f2d5-4bee-94e5-4c007b3c3b7a,0/0/0000,0/0/0000
